0.0009,0.3961,-0.0050,0.0027,-0.0000,1.0000
0.0089,0.3999,-0.0031,0.0062,-0.0000,1.0000
0.0183,0.4001,-0.0030,0.0050,-0.0000,1.0000
0.0279,0.3990,-0.0028,0.0057,-0.0000,1.0000
0.0384,0.4004,-0.0017,0.0067,-0.0000,1.0000
0.0488,0.4003,-0.0021,0.0062,-0.0000,1.0000
0.0592,0.3952,-0.0051,0.0045,-0.0000,1.0000
0.0692,0.3957,-0.0047,0.0037,-0.0000,1.0000
0.0774,0.3977,-0.0037,0.0065,-0.0000,1.0000
0.0878,0.3987,-0.0032,0.0067,-0.0000,1.0000
0.0986,0.4022,-0.0011,0.0083,-0.0000,1.0000
0.1077,0.4010,-0.0030,0.0066,-0.0000,1.0000
0.1186,0.3976,-0.0039,0.0054,-0.0000,1.0000
0.1293,0.3967,-0.0033,0.0053,-0.0000,1.0000
0.1388,0.3975,-0.0027,0.0060,-0.0000,1.0000
0.1479,0.3984,-0.0027,0.0083,-0.0000,1.0000
0.1586,0.4021,-0.0009,0.0097,-0.0000,1.0000
0.1691,0.4016,-0.0025,0.0075,-0.0000,1.0000
0.1789,0.3971,-0.0029,0.0070,-0.0000,1.0000
0.1885,0.3956,-0.0031,0.0061,-0.0000,1.0000
0.1986,0.3964,-0.0030,0.0064,-0.0000,1.0000
0.2096,0.3979,-0.0019,0.0070,-0.0000,1.0000
0.2172,0.3979,-0.0024,0.0076,-0.0000,1.0000
0.2288,0.4016,-0.0009,0.0081,-0.0000,1.0000
0.2380,0.4021,-0.0017,0.0072,-0.0000,1.0000
0.2479,0.3992,-0.0022,0.0073,-0.0000,1.0000
0.2592,0.3983,-0.0028,0.0070,-0.0000,1.0000
0.2678,0.3987,-0.0024,0.0084,-0.0000,1.0000
0.2787,0.4019,-0.0004,0.0088,-0.0000,1.0000
0.2883,0.3990,-0.0016,0.0065,-0.0000,1.0000
0.2990,0.3979,-0.0025,0.0061,-0.0000,1.0000
0.3090,0.3988,-0.0033,0.0077,-0.0000,1.0000
0.3186,0.4012,-0.0032,0.0070,-0.0000,1.0000
0.3297,0.4016,-0.0035,0.0082,-0.0000,1.0000
0.3390,0.4004,-0.0043,0.0084,-0.0000,1.0000
0.3480,0.4038,-0.0016,0.0098,-0.0000,1.0000
0.3582,0.4033,-0.0020,0.0088,-0.0000,1.0000
0.3694,0.4009,-0.0039,0.0067,-0.0000,1.0000
0.3790,0.3976,-0.0058,0.0040,-0.0000,1.0000
0.3886,0.3977,-0.0054,0.0047,-0.0000,1.0000
0.3988,0.3991,-0.0049,0.0060,-0.0000,1.0000
0.4087,0.4000,-0.0052,0.0058,-0.0000,1.0000
0.4181,0.4040,-0.0034,0.0073,-0.0000,1.0000
0.4296,0.4017,-0.0048,0.0056,-0.0000,1.0000
0.4396,0.4004,-0.0066,0.0050,-0.0000,1.0000
0.4489,0.4052,-0.0034,0.0081,-0.0000,1.0000
0.4593,0.4025,-0.0034,0.0062,-0.0000,1.0000
0.4683,0.4011,-0.0054,0.0051,-0.0000,1.0000
0.4789,0.3983,-0.0072,0.0040,-0.0000,1.0000
0.4891,0.3993,-0.0071,0.0041,-0.0000,1.0000
0.4991,0.4042,-0.0062,0.0053,-0.0000,1.0000
0.5082,0.4055,-0.0051,0.0058,-0.0000,1.0000
0.5192,0.4041,-0.0064,0.0043,-0.0000,1.0000
0.5301,0.4018,-0.0067,0.0042,-0.0000,1.0000
0.5385,0.4003,-0.0088,0.0012,-0.0000,1.0000
0.5482,0.3989,-0.0108,0.0006,-0.0000,0.9999
0.5582,0.4007,-0.0100,0.0015,-0.0000,0.9999
0.5687,0.4046,-0.0088,0.0039,-0.0000,1.0000
0.5785,0.4041,-0.0098,0.0029,-0.0000,0.9999
0.5905,0.4034,-0.0097,0.0031,-0.0000,0.9999
0.5998,0.4026,-0.0091,0.0027,-0.0000,1.0000
0.6078,0.4059,-0.0079,0.0017,-0.0000,1.0000
0.6200,0.4075,-0.0069,0.0040,-0.0000,1.0000
0.6293,0.4095,-0.0075,0.0038,-0.0000,1.0000
0.6394,0.4060,-0.0103,0.0035,-0.0000,0.9999
0.6490,0.4018,-0.0146,-0.0006,0.0000,0.9999
0.6593,0.4020,-0.0137,0.0004,-0.0000,0.9999
0.6702,0.4021,-0.0120,-0.0004,0.0000,0.9999
0.6786,0.4072,-0.0105,0.0027,-0.0000,0.9999
0.6881,0.4052,-0.0132,0.0009,-0.0000,0.9999
0.6985,0.4028,-0.0129,-0.0009,0.0000,0.9999
0.7087,0.4081,-0.0120,0.0009,-0.0000,0.9999
0.7224,0.4067,-0.0118,0.0010,-0.0000,0.9999
0.7301,0.4101,-0.0082,0.0032,-0.0000,1.0000
0.7391,0.4091,-0.0104,0.0021,-0.0000,0.9999
0.7509,0.4039,-0.0149,-0.0004,0.0000,0.9999
0.7596,0.4031,-0.0145,-0.0010,0.0000,0.9999
0.7686,0.4045,-0.0133,-0.0008,0.0000,0.9999
0.7826,0.4032,-0.0135,-0.0020,0.0000,0.9999
0.7920,0.4037,-0.0139,-0.0009,0.0000,0.9999
0.8008,0.4013,-0.0158,-0.0030,0.0000,0.9999
0.8095,0.4103,-0.0105,0.0020,-0.0000,0.9999
0.8163,0.4044,-0.0129,-0.0017,0.0000,0.9999
0.8276,0.4013,-0.0139,-0.0038,0.0001,0.9999
0.8364,0.3995,-0.0142,-0.0051,0.0001,0.9999
0.8466,0.4023,-0.0133,-0.0023,0.0000,0.9999
0.8564,0.4043,-0.0116,-0.0016,0.0000,0.9999
0.8657,0.4023,-0.0123,-0.0031,0.0000,0.9999
0.8768,0.4016,-0.0125,-0.0029,0.0000,0.9999
0.8862,0.4010,-0.0124,-0.0037,0.0000,0.9999
0.8965,0.4053,-0.0097,-0.0017,0.0000,1.0000
0.9060,0.4029,-0.0107,-0.0025,0.0000,0.9999
0.9155,0.4015,-0.0106,-0.0033,0.0000,0.9999
0.9253,0.4003,-0.0104,-0.0042,0.0000,0.9999
0.9358,0.4004,-0.0100,-0.0041,0.0000,0.9999
0.9455,0.3994,-0.0107,-0.0059,0.0001,0.9999
0.9579,0.3977,-0.0111,-0.0050,0.0001,0.9999
0.9704,0.4065,-0.0050,0.0010,-0.0000,1.0000
0.9781,0.4052,-0.0046,-0.0006,0.0000,1.0000
0.9886,0.3959,-0.0093,-0.0072,0.0001,0.9999
0.9982,0.3926,-0.0102,-0.0093,0.0001,0.9999
