Time,linear.x,linear.y,linear.z,angular.x,angular.y,angular.z
1741120352.360787,-1.2307161092758179,-1.3177094459533691,39947.9375,0.0,0.0,-1.0974687337875366
1741120352.366028,-0.3006379306316376,-0.7313875555992126,40509.69921875,0.0,0.0,-1.0722872018814087
1741120352.3712993,-0.10015928000211716,-0.6292468309402466,40968.4765625,0.0,0.0,-0.7241684198379517
1741120352.3817399,-0.998491108417511,-1.1436362266540527,40190.828125,0.0,0.0,-0.8079962134361267
1741120352.391585,-0.7813088297843933,-0.9346404075622559,40343.171875,0.0,0.0,-0.6535237431526184
1741120352.4020863,-1.0094255208969116,-1.1716341972351074,40278.84375,0.0,0.0,-0.9542972445487976
1741120352.412683,-1.4590332508087158,-1.459514856338501,40241.9140625,0.0,0.0,-0.8257619738578796
1741120352.422049,-0.9431234002113342,-1.053807020187378,40537.73828125,0.0,0.0,-0.6642678380012512
1741120352.4321444,-1.3159788846969604,-1.0725111961364746,39990.4140625,0.0,0.0,-0.5362359881401062
1741120352.4420202,-1.254969596862793,-1.1484156847000122,39903.296875,0.0,0.0,-0.5871357321739197
1741120352.453913,-1.0207152366638184,-1.2858126163482666,40072.2734375,0.0,0.0,-0.5955475568771362
1741120352.4623327,-0.8306120038032532,-1.0367673635482788,40175.11328125,0.0,0.0,-0.49422237277030945
1741120352.471401,-0.8710524439811707,-1.0533181428909302,40290.2109375,0.0,0.0,-0.4350716769695282
1741120352.4819925,-0.9047752618789673,-1.0289393663406372,40273.9296875,0.0,0.0,-0.4238286316394806
1741120352.4916482,-0.5837016701698303,-1.0247862339019775,40318.796875,0.0,0.0,-0.7097131609916687
1741120352.502156,-0.5078788995742798,-0.9710018038749695,40389.50390625,0.0,0.0,-0.48856809735298157
1741120352.5122457,-0.8210651874542236,-0.932281494140625,40075.96875,0.0,0.0,-0.32548490166664124
1741120352.5216787,-0.7899895310401917,-1.0388126373291016,40434.1640625,0.0,0.0,-0.3242853581905365
1741120352.5319285,-0.78608638048172,-1.3241173028945923,40615.3046875,0.0,0.0,-0.46657800674438477
1741120352.5419621,-0.962103009223938,-1.1438078880310059,40237.67578125,0.0,0.0,-0.31800681352615356
1741120352.55195,-0.6493915915489197,-0.7168965935707092,40249.94140625,0.0,0.0,-0.0406552329659462
1741120352.5623384,-0.7013099193572998,-1.0275883674621582,40297.1328125,0.0,0.0,-0.28626567125320435
1741120352.572002,-1.3279845714569092,-1.463707685470581,39789.07421875,0.0,0.0,-0.48965784907341003
1741120352.5823321,-1.1175720691680908,-1.5336676836013794,40067.6171875,0.0,0.0,-0.551457405090332
1741120352.5921752,-0.0795769989490509,-0.659529447555542,40951.44921875,0.0,0.0,-0.25148147344589233
1741120352.6025,-0.6177552938461304,-0.7992620468139648,40309.99609375,0.0,0.0,-0.2677481472492218
1741120352.6121662,-1.0675146579742432,-1.1589733362197876,39960.25390625,0.0,0.0,-0.3412204384803772
1741120352.6227777,-0.7694042921066284,-1.1536070108413696,40020.6328125,0.0,0.0,0.1003086268901825
1741120352.6330106,-0.6751587390899658,-1.0393143892288208,40279.60546875,0.0,0.0,0.34365859627723694
1741120352.645648,-0.559923529624939,-0.9971438050270081,40351.97265625,0.0,0.0,0.3372723162174225
1741120352.6546729,-0.7639623284339905,-1.1053491830825806,40290.16015625,0.0,0.0,-0.17570409178733826
1741120352.6625276,-0.12408176809549332,-0.7183284163475037,40735.921875,0.0,0.0,-0.10999604314565659
1741120352.672826,-0.15510134398937225,-0.581161618232727,40750.96875,0.0,0.0,0.08665666729211807
1741120352.681849,-0.37221625447273254,-0.7862982153892517,40600.80078125,0.0,0.0,0.2817128598690033
1741120352.6918888,-0.4990827143192291,-1.036807894706726,40475.28125,0.0,0.0,-0.07784442603588104
1741120352.7022746,-0.3071332275867462,-0.7503079175949097,40579.3671875,0.0,0.0,-0.0970315933227539
1741120352.7117217,-0.3287745416164398,-0.7091938853263855,40640.71484375,0.0,0.0,-0.029946807771921158
1741120352.7217703,-1.007960557937622,-1.1915582418441772,40062.3984375,0.0,0.0,-0.18507686257362366
1741120352.73265,-0.29598039388656616,-0.7456899285316467,40583.67578125,0.0,0.0,-0.009772692807018757
1741120352.7428331,0.11581134051084518,-0.7196672558784485,41006.89453125,0.0,0.0,-0.022488543763756752
1741120352.752572,-0.26413479447364807,-1.0906025171279907,40603.3359375,0.0,0.0,-0.24664507806301117
1741120352.7624788,-0.9800646901130676,-1.2978962659835815,39933.5625,0.0,0.0,-0.27127307653427124
1741120352.7749066,0.06616561859846115,-0.6115533113479614,40640.34765625,0.0,0.0,0.046093400567770004
1741120352.7827194,0.11988122016191483,-0.6596874594688416,40944.0859375,0.0,0.0,0.10532582551240921
1741120352.791774,-0.319365918636322,-0.7925021648406982,40620.16015625,0.0,0.0,0.17631414532661438
1741120352.802892,-0.5397019386291504,-0.6777814626693726,40243.234375,0.0,0.0,-0.05967780202627182
1741120352.8131118,-0.3810010552406311,-0.8848070502281189,40377.11328125,0.0,0.0,-0.21739789843559265
1741120352.8224494,-0.61330646276474,-0.8733928799629211,40111.0,0.0,0.0,-0.04991792142391205
1741120352.8332493,-0.6211683750152588,-0.8248703479766846,40291.83984375,0.0,0.0,0.043210819363594055
1741120352.8436196,-0.5536131262779236,-0.98011714220047,40331.9296875,0.0,0.0,0.045737653970718384
1741120352.8574672,-0.42720550298690796,-0.7250698804855347,40342.390625,0.0,0.0,0.07827813178300858
1741120352.8632057,-0.5348917841911316,-0.837001383304596,40471.75,0.0,0.0,0.07745593041181564
1741120352.8739653,-0.7895580530166626,-1.2135000228881836,40053.58984375,0.0,0.0,0.12217885255813599
1741120352.8825586,-0.6237021684646606,-1.0032941102981567,40217.703125,0.0,0.0,0.03771764412522316
1741120352.8916972,0.02341543510556221,-0.47426924109458923,40858.28125,0.0,0.0,0.08541873842477798
1741120352.9031696,-0.21904034912586212,-0.8727236390113831,40538.1015625,0.0,0.0,0.033842332661151886
1741120352.916158,-0.620733916759491,-1.0027148723602295,40154.3046875,0.0,0.0,0.08870489150285721
1741120353.1043737,-1.7470696514151736,0.18906999821356066,50614.558174880454,0.0,0.0,0.0
1741120353.1701376,-1.7793815181878405,0.06205306823034079,51156.969370551655,0.0,0.0,0.0
1741120353.220214,-1.9074876883142249,0.1298865994555294,51362.68955016685,0.0,0.0,0.0
1741120353.2633095,-1.7106228274406634,0.3104969713839616,51373.19427171998,0.0,0.0,0.0
1741120353.3232303,-1.6121613525993046,0.29073364644994976,50789.43236925774,0.0,0.0,0.0
1741120353.365203,-1.2882333844659188,0.46588451264936914,50198.27408892843,0.0,0.0,0.0
1741120353.408046,-0.8488113961550731,0.8709790554386427,49878.61881796416,0.0,0.0,0.0
1741120353.4860606,-0.8288768370903469,0.062203262457286496,48069.97680003398,0.0,0.0,0.0
1741120353.5272079,-0.9848829256667475,0.14603547376312281,48096.62122804195,0.0,0.0,0.0
1741120353.5675895,-0.4586563116185026,-0.8565921160217776,47959.85298578719,0.0,0.0,0.0
1741120353.6087778,-1.4766313072779087,-0.7235221855603392,46923.94798460589,0.0,0.0,0.0
1741120353.6695712,-1.2265947002098967,-0.5158637700194134,49097.70228976462,0.0,0.0,0.0
1741120353.713737,0.17212655228555548,-1.5933541203808212,45547.6429572865,0.0,0.0,0.0
1741120353.7569613,1.9130704855721816,-31.975785812790495,38091.15219133545,0.0,0.0,0.0
1741120353.8196301,1.9582649622140502,-34.83219414536936,37503.96105900092,0.0,0.0,0.0
1741120353.8622062,0.8730751971435072,-35.10961764259645,39182.44349101873,0.0,0.0,0.0
1741120353.9046075,1.362248084948323,-35.59614929894082,39546.73004917619,0.0,0.0,0.0
1741120353.953931,0.8538560687196624,-30.949763569474932,38504.727695372596,0.0,0.0,0.0
1741120354.0012672,1.5820548426732248,-26.34571049748713,34873.31467855719,0.0,0.0,0.0
1741120354.0646007,0.5069691433698248,-23.19833943815605,38057.04569521813,0.0,0.0,0.0
1741120354.1103861,1.7040204164511485,-12.670791818114225,33908.39286344931,0.0,0.0,0.0
1741120354.1584167,-0.007522672496325271,-5.4183303884863845,32719.405080135475,0.0,0.0,0.0
1741120354.2057123,0.09405095620567895,0.8785072933880521,33160.51956870094,0.0,0.0,0.0
1741120354.2499354,-0.3637440282509701,6.7145777376172875,33294.424948154316,0.0,0.0,0.0
1741120354.3001578,-0.382198770641691,11.2045430130657,33557.580835377434,0.0,0.0,0.0
1741120354.345375,-0.4243290122255538,12.817822105722268,34367.53915073648,0.0,0.0,0.0
1741120354.392226,-0.25693180150738393,15.236088246038095,35187.75439134873,0.0,0.0,0.0
1741120354.4444084,-1.3837945862524192,15.084990438012461,36154.85000847221,0.0,0.0,0.0
1741120354.4940577,-0.505019902929779,15.477082489260665,37225.3234026516,0.0,0.0,0.0
1741120354.5624404,-0.24124456453144713,11.247518909061831,37905.69880536006,0.0,0.0,0.0
1741120354.6112595,-0.6065988463790641,8.336164233578456,37850.29160722738,0.0,0.0,0.0
1741120354.6583078,-1.520035781984552,5.370611271157722,37975.455393012904,0.0,0.0,0.0
1741120354.7567608,23.77884749234682,31.698765081228068,40663.185429750934,0.0,0.0,0.0
1741120354.8226922,25.547602974480565,29.99668110247134,41836.83301698262,0.0,0.0,0.0
1741120354.9049478,26.480865677575206,26.486284863984114,45596.43503549232,0.0,0.0,0.0
1741120354.954339,26.692688338145985,21.16090581624354,45090.7770069666,0.0,0.0,0.0
1741120355.0018282,24.51463760330934,12.314966415331494,43382.94374031552,0.0,0.0,0.0
1741120355.0527337,20.355655705181533,5.518824730557963,41900.5028695181,0.0,0.0,0.0
1741120355.1212466,12.907914112404622,-2.0552340649434466,40224.52554994292,0.0,0.0,0.0
1741120355.1689038,6.598175220150635,-6.238670714634683,38812.5980337768,0.0,0.0,0.0
1741120355.2173934,0.6876406799029614,-9.160599355921377,39063.14460170423,0.0,0.0,0.0
1741120355.2669659,-2.680311471036721,-10.465676040795548,39604.5487527928,0.0,0.0,0.0
1741120355.3238177,-6.790680464272186,-12.287752550112168,40716.70069469594,0.0,0.0,0.0
1741120355.3709717,-9.921680063811596,-13.255520699804654,41696.002124635714,0.0,0.0,0.0
1741120355.4169202,-10.37163448332225,-11.625455032135518,42317.975833102,0.0,0.0,0.0
1741120355.46756,-11.980862862484726,-11.432841856473452,42900.44010696873,0.0,0.0,0.0
1741120355.5145986,-12.249778984993693,-9.296703976593825,43127.69474560127,0.0,0.0,0.0
1741120355.5757933,-11.99321406627085,-6.562521385791275,42363.26236773076,0.0,0.0,0.0
1741120355.6242023,-8.963986287503381,-4.723184760655666,42507.39780348275,0.0,0.0,0.0
