Time,linear.x,linear.y,linear.z,angular.x,angular.y,angular.z
1742327649.3507376,0.5746700167655945,0.11357314139604568,44186.26953125,0.0,0.0,-1.9523258209228516
1742327649.3606594,0.7736639380455017,0.3899894654750824,44002.83203125,0.0,0.0,-1.6014914512634277
1742327649.370711,1.2686238288879395,0.4009782075881958,44067.6875,0.0,0.0,-1.8127357959747314
1742327649.3799317,1.1326922178268433,0.20460641384124756,43653.67578125,0.0,0.0,-2.2318387031555176
1742327649.391596,0.729385495185852,0.31714189052581787,43565.46875,0.0,0.0,-2.260014057159424
1742327649.4024684,0.913979172706604,0.29841428995132446,44372.04296875,0.0,0.0,-2.233147621154785
1742327649.4122612,1.0292243957519531,0.5384226441383362,44060.265625,0.0,0.0,-2.0144951343536377
1742327649.4236126,0.9061391949653625,0.5344359874725342,43568.359375,0.0,0.0,-1.8930344581604004
1742327649.4324763,0.8564870357513428,0.7905983924865723,44135.20703125,0.0,0.0,-2.2272908687591553
1742327649.4420822,0.6053251624107361,0.7362450361251831,44063.484375,0.0,0.0,-1.8147995471954346
1742327649.451593,0.7376366853713989,0.7489010095596313,43880.80078125,0.0,0.0,-1.8441330194473267
1742327649.4610128,0.9069852828979492,0.7142677307128906,43651.96484375,0.0,0.0,-1.6315994262695312
1742327649.4720018,1.3658678531646729,0.9675372838973999,44330.87890625,0.0,0.0,-1.6463366746902466
1742327649.4813259,0.9855940341949463,0.8670863509178162,43680.26953125,0.0,0.0,-1.7692910432815552
1742327649.4920542,0.9697759747505188,0.644025444984436,43591.07421875,0.0,0.0,-1.776499629020691
1742327649.5020554,0.9955576658248901,0.5494458079338074,43785.98046875,0.0,0.0,-1.8216018676757812
1742327649.510846,1.0722618103027344,0.8996049761772156,43526.2734375,0.0,0.0,-1.833950161933899
1742327649.5213804,1.5952247381210327,0.9164605140686035,43509.0546875,0.0,0.0,-2.1171340942382812
1742327649.5320516,1.2004587650299072,0.6220168471336365,43340.26953125,0.0,0.0,-2.2049121856689453
1742327649.5406535,1.2054173946380615,0.6191974878311157,43336.5,0.0,0.0,-2.390793561935425
1742327649.548508,1.33246910572052,0.8105920553207397,43209.96484375,0.0,0.0,-2.372504234313965
1742327649.556361,1.3680909872055054,1.101789951324463,44168.1015625,0.0,0.0,-2.1912224292755127
1742327649.566703,1.6752159595489502,1.414669394493103,43807.52734375,0.0,0.0,-2.468144178390503
1742327649.5761833,1.415728211402893,0.9522752165794373,43657.921875,0.0,0.0,-2.521974802017212
1742327649.5864663,1.2738840579986572,0.9781636595726013,43120.53515625,0.0,0.0,-2.296692371368408
1742327649.5969846,1.1652551889419556,1.0005638599395752,43090.0390625,0.0,0.0,-2.625150680541992
1742327649.606489,0.9805493354797363,1.2921221256256104,42694.4296875,0.0,0.0,-2.7314186096191406
1742327649.616964,0.9255881309509277,1.1373659372329712,43232.73828125,0.0,0.0,-2.577303647994995
1742327649.6263583,1.2172077894210815,1.4598876237869263,43567.55078125,0.0,0.0,-2.4409639835357666
1742327649.637736,1.2423909902572632,1.4700284004211426,43482.0625,0.0,0.0,-2.083782434463501
1742327649.6476228,1.3427869081497192,1.1277744770050049,43591.01953125,0.0,0.0,-2.162578821182251
1742327649.6567416,1.3389655351638794,1.1544994115829468,43158.4375,0.0,0.0,-2.1063740253448486
1742327649.667667,1.1659040451049805,1.2735332250595093,43180.83984375,0.0,0.0,-2.605509042739868
1742327649.6772568,1.0368828773498535,1.381312370300293,43120.20703125,0.0,0.0,-2.51973295211792
1742327649.6888087,1.1169668436050415,1.4080936908721924,43968.15234375,0.0,0.0,-2.263636350631714
1742327649.700139,1.1323926448822021,1.689914345741272,43122.359375,0.0,0.0,-2.113476276397705
1742327649.7091124,1.2918428182601929,1.7751963138580322,43044.87890625,0.0,0.0,-1.9301954507827759
1742327649.7199273,0.9275410771369934,1.1023696660995483,43023.609375,0.0,0.0,-2.3014564514160156
1742327649.7314649,0.8736994862556458,1.2712680101394653,43051.171875,0.0,0.0,-2.3788015842437744
1742327649.7389984,1.0364720821380615,1.6121118068695068,43298.26171875,0.0,0.0,-2.31681227684021
1742327649.748004,1.3446707725524902,1.8180617094039917,43664.80078125,0.0,0.0,-2.36566162109375
1742327649.7584186,1.2134629487991333,1.5206385850906372,43198.62109375,0.0,0.0,-2.1725778579711914
1742327649.7686508,0.7638977766036987,1.6026875972747803,42578.37109375,0.0,0.0,-2.014956474304199
1742327649.7791774,0.615987241268158,1.5236722230911255,42736.7578125,0.0,0.0,-2.2754783630371094
1742327649.7885442,1.086755394935608,1.9127970933914185,44157.59375,0.0,0.0,-2.1686506271362305
1742327649.797978,0.7574411034584045,1.6318691968917847,43295.21484375,0.0,0.0,-2.0113167762756348
1742327649.8092525,0.7923813462257385,1.3928219079971313,42661.69921875,0.0,0.0,-2.188157796859741
1742327649.8182614,0.6197949647903442,1.592672348022461,43315.4765625,0.0,0.0,-2.0127246379852295
1742327649.827863,0.38621240854263306,1.8254811763763428,42950.76171875,0.0,0.0,-1.7768337726593018
1742327649.8393135,0.4040854573249817,1.8259207010269165,42836.01171875,0.0,0.0,-1.5101474523544312
1742327649.8488772,0.44881024956703186,1.9293031692504883,43463.36328125,0.0,0.0,-1.6067712306976318
1742327649.8584762,0.7376687526702881,1.582959532737732,43177.52734375,0.0,0.0,-1.623575210571289
1742327649.8678539,0.45103195309638977,1.6145265102386475,42750.55078125,0.0,0.0,-1.4143437147140503
1742327649.8786619,0.5482059121131897,1.4746711254119873,42685.1015625,0.0,0.0,-1.1985485553741455
1742327649.8880992,0.653999388217926,1.5412603616714478,42725.90234375,0.0,0.0,-1.337285041809082
1742327649.8998609,0.5804672837257385,1.325670838356018,42965.36328125,0.0,0.0,-1.5108586549758911
1742327649.911521,0.5581570267677307,1.5390708446502686,43153.51953125,0.0,0.0,-1.4241188764572144
1742327649.918359,-0.04220417141914368,1.7558627128601074,43298.21484375,0.0,0.0,-1.2598603963851929
1742327649.9286323,0.09321614354848862,1.647153377532959,43117.78125,0.0,0.0,-1.082154631614685
1742327649.9409425,0.1971319019794464,1.583336353302002,43042.64453125,0.0,0.0,-1.0317696332931519
1742327649.948583,0.22251667082309723,1.5222840309143066,42774.90234375,0.0,0.0,-0.9319256544113159
1742327649.9576724,0.0379498228430748,1.6473820209503174,43095.22265625,0.0,0.0,-0.9597530364990234
1742327649.9689918,0.24056071043014526,1.4310963153839111,43363.9765625,0.0,0.0,-1.295614242553711
1742327649.978096,0.16556140780448914,1.5330628156661987,43065.69921875,0.0,0.0,-1.05464506149292
1742327649.9882548,0.18636257946491241,1.502592921257019,43886.15625,0.0,0.0,-1.9398951530456543
1742327649.997721,0.44766491651535034,1.3203214406967163,42956.6875,0.0,0.0,-1.5368527173995972
1742327650.0078356,0.12787224352359772,1.5187970399856567,42985.08203125,0.0,0.0,-1.1842206716537476
1742327650.019746,0.3843112587928772,1.5787509679794312,42802.578125,0.0,0.0,-1.3100696802139282
1742327650.0279334,-0.13689547777175903,1.546960711479187,42844.125,0.0,0.0,-1.353348970413208
1742327650.0378985,-0.056064967066049576,1.1897921562194824,43200.7421875,0.0,0.0,-1.5286686420440674
1742327650.0484982,0.008010788820683956,1.31147301197052,43108.203125,0.0,0.0,-1.2071839570999146
1742327650.0577745,-0.20844490826129913,1.8360750675201416,43764.38671875,0.0,0.0,-1.3067138195037842
1742327650.0684338,-0.1428353488445282,1.832052230834961,43242.23828125,0.0,0.0,-1.1448768377304077
1742327650.0780716,-0.16295775771141052,1.5696319341659546,43135.71875,0.0,0.0,-1.0893217325210571
1742327650.0885763,-0.5624521374702454,1.1754724979400635,43256.48046875,0.0,0.0,-1.3408504724502563
1742327650.0979033,-0.3679521083831787,1.159495234489441,42985.87890625,0.0,0.0,-1.2695086002349854
1742327650.108735,-0.2637309432029724,1.1434568166732788,43020.9375,0.0,0.0,-1.1385962963104248
1742327650.1184034,0.060807254165410995,1.0746246576309204,43198.3046875,0.0,0.0,-1.2798691987991333
1742327650.1286182,-0.30125877261161804,1.3412539958953857,43646.71875,0.0,0.0,-1.5928895473480225
1742327650.1382327,-0.3304728865623474,1.1343055963516235,42815.53125,0.0,0.0,-1.3866972923278809
1742327650.150001,-0.2881406247615814,0.9550107717514038,42785.19140625,0.0,0.0,-1.2177848815917969
1742327650.159472,-0.5941391587257385,0.9808925986289978,42466.54296875,0.0,0.0,-1.2766070365905762
1742327650.1703136,-0.5411586761474609,0.9794297218322754,42761.2578125,0.0,0.0,-1.151193618774414
1742327650.1802492,-0.4115593731403351,1.3171720504760742,43504.83984375,0.0,0.0,-1.0216014385223389
1742327650.1914592,-0.5845571756362915,0.7518976330757141,43240.734375,0.0,0.0,-1.181435227394104
1742327650.1997266,-0.7891232371330261,0.8721451759338379,43609.87109375,0.0,0.0,-1.0097286701202393
1742327650.210036,-0.7403194904327393,0.9391592144966125,43425.3515625,0.0,0.0,-0.7531152367591858
1742327650.2204137,-0.6043411493301392,0.6922073364257812,42989.94921875,0.0,0.0,-0.6412642002105713
1742327650.230178,-1.1853002309799194,0.7743293046951294,43396.609375,0.0,0.0,0.33005669713020325
1742327650.2398856,-1.0735419988632202,0.6448855996131897,43359.3203125,0.0,0.0,0.7671821117401123
1742327650.2505178,-0.8659816384315491,0.5850170254707336,43308.46484375,0.0,0.0,0.6785939335823059
1742327650.259695,-0.6976931095123291,0.4213254153728485,42905.78515625,0.0,0.0,0.557094395160675
1742327650.2714517,-0.6181649565696716,0.7970417141914368,43392.1796875,0.0,0.0,0.37889406085014343
1742327650.2800553,-0.7762567400932312,0.4246191680431366,43437.4453125,0.0,0.0,0.5421907901763916
1742327650.2906072,0.17851771414279938,0.331950306892395,43298.61328125,0.0,0.0,-0.16929122805595398
1742327650.3002582,-0.0798417329788208,0.22274824976921082,43568.98828125,0.0,0.0,-0.7071821689605713
1742327650.3093164,-0.0779198482632637,0.11776142567396164,44147.90625,0.0,0.0,-0.9600868821144104
1742327650.3212996,-0.613760769367218,0.28469622135162354,43237.3515625,0.0,0.0,-0.7393182516098022
1742327650.3329175,-0.7264394164085388,0.4420507252216339,43400.421875,0.0,0.0,-0.7126660346984863
1742327650.3409824,-0.5998817682266235,0.24312569200992584,43542.890625,0.0,0.0,-0.7986389398574829
