Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
1742326918.0187297,1,1742326918,18560409,base_link,-0.6556865571633288,1.446834956986951,1.1803748606841802,-0.008039130653222117,0.0007699708001079053,-6.190097725205692e-06,0.9999673892107633
1742326918.191113,2,1742326918,190840482,base_link,-0.6527279697264151,1.4445740208332594,1.1808997450036312,0.022059521512389015,0.032508536374270605,0.0007176769974999459,0.9992277305565405
1742326918.233509,3,1742326918,232989072,base_link,-0.6501500378147362,1.4425978210855182,1.181355563426296,0.02604166419354199,0.028950861161552818,0.000754501069185533,0.9992412672083615
1742326918.2759466,4,1742326918,275496482,base_link,-0.6464519967620928,1.4397570690799752,1.1820079664732928,0.032093328544003125,0.04342434906920158,0.001395669393830939,0.9985401325324016
1742326918.3296404,5,1742326918,329406261,base_link,-0.6400380404041051,1.434817782927284,1.1831364619748543,0.03927271181211235,0.04942315186239919,0.001944863889123275,0.9980036190672666
1742326918.3906696,6,1742326918,390016794,base_link,-0.6303711977551356,1.4273509125271142,1.18483165739153,0.039956327274694774,0.058497855074908414,0.0023432531034176507,0.9974848379936638
1742326918.4337018,7,1742326918,433569192,base_link,-0.6209098126905951,1.420021323553211,1.1864854896128953,0.04412140072205308,0.05406566241427254,0.0023912892592412678,0.9975592653480336
1742326918.4848735,8,1742326918,484535217,base_link,-0.6079214916831159,1.4099301154172157,1.1887485129947568,0.04468537468255762,0.06394659075174186,0.0028662243353281035,0.9969482612346381
1742326918.5285397,9,1742326918,528421401,base_link,-0.595125890848903,1.3999591205222959,1.1909706064717467,0.04576765653092609,0.06140050781882925,0.0028184454025622922,0.9970593541112635
1742326918.5721931,10,1742326918,571945905,base_link,-0.5802667925654563,1.3883467107180125,1.1935427231956972,0.03774552479585094,0.06177968135695139,0.0023380483380322408,0.9973730896005207
1742326918.6182454,11,1742326918,618054866,base_link,-0.5637364726447806,1.3753890029495992,1.196394358376613,0.03987763034651241,0.06270215160624824,0.0025073532428846667,0.9972321334381526
1742326918.700969,12,1742326918,700872659,base_link,-0.526176357927793,1.3458040668664357,1.2028383452656508,0.03990421805841634,0.06166299461308317,0.002467285209758222,0.9972959645863344
1742326918.7438376,13,1742326918,743719577,base_link,-0.5046713292395242,1.328780795815707,1.206506822445442,0.04066880829818178,0.06261979599712897,0.00255380976888188,0.9972052382717151
1742326918.789478,14,1742326918,789325237,base_link,-0.4800334952317663,1.3092047446789874,1.210691569235677,0.03794958704034171,0.06458162701615107,0.002457758408342837,0.9971875459105075
1742326918.8603237,15,1742326918,859984636,base_link,-0.43859747530784954,1.276109326274304,1.2176865806167778,0.034535355767761684,0.06506534285562368,0.0022531819102161736,0.9972806693866847
1742326918.904644,16,1742326918,904363870,base_link,-0.41001772009845006,1.2531571569162694,1.222480087649311,0.0381588202490387,0.05833326030155904,0.0022313615057981584,0.9975651137673283
1742326918.9503422,17,1742326918,949935436,base_link,-0.3798104362443147,1.2287862431339986,1.2275187561902468,0.03607622530147764,0.05379550242545923,0.0019448263504788768,0.9978981749343246
1742326918.9955935,18,1742326918,995466947,base_link,-0.34742346046447237,1.2025275387345207,1.2328888199808936,0.04198475985249026,0.048537174734959616,0.0020420353706080345,0.9979364973285735
1742326919.041584,19,1742326919,41469097,base_link,-0.3138318710417996,1.1751478337220267,1.2384226790763249,0.032624033940049,0.02502540337230339,0.0008171208858116097,0.999154009104197
1742326919.0863144,20,1742326919,85975408,base_link,-0.27994145976910134,1.1473713420361809,1.2439676086785512,0.035123918619626014,0.03842664531013679,0.0013515283628723468,0.9986430176204584
1742326919.1493948,21,1742326919,148670196,base_link,-0.23281538494476112,1.108480716307505,1.2516117755710545,0.032459303954031765,0.018163698556657525,0.0005899893893341075,0.9993078232226961
1742326919.2135012,22,1742326919,213051319,base_link,-0.17836140100899583,1.0631348265558618,1.2603429915621185,0.02646171543867026,0.00600863207191889,0.00015905728386938808,0.9996317565270961
1742326919.2575834,23,1742326919,257458686,base_link,-0.1415692765581752,1.0322322853079844,1.2661764535864697,0.026217966473645524,-0.0001348594494516257,-3.5369563852073586e-06,0.9996562409320544
1742326919.3033524,24,1742326919,302813529,base_link,-0.10358829232036659,1.0000916233883883,1.2721387516723957,0.01665570038701403,-0.011523505993222605,-0.00019197144449140913,0.999794858759139
1742326919.3961427,25,1742326919,396015882,base_link,-0.024530215391208143,0.9323330534235553,1.2843359046049938,0.0038635596468135987,-0.030255144498347646,-0.00011694696678190853,0.9995347344948281
1742326919.444227,26,1742326919,444042205,base_link,0.01359033127898912,0.8992015776906971,1.2901027808626577,0.013155483525263785,-0.023667063411360195,-0.00031146588171872703,0.9996332859362496
1742326919.5038054,27,1742326919,503450870,base_link,0.06621849161476412,0.8529035965705809,1.2979255122219966,-0.0033884316041379167,-0.0418465794087911,0.00014191940361243957,0.9991182923868077
1742326919.5504997,28,1742326919,550325393,base_link,0.10472955183212973,0.8185681699233892,1.3035361683326478,-0.0017687665371782886,-0.04081196162446731,7.224713841242941e-05,0.9991652766352777
1742326919.5998197,29,1742326919,599696636,base_link,0.14561694385990276,0.7816378124897738,1.3093744291571854,-0.010550345185983984,-0.04681869125908844,0.0004945232604209994,0.9988475638514556
1742326919.647076,30,1742326919,646636009,base_link,0.18341672661390285,0.7470055760847167,1.3146496222519388,-0.01444706152142044,-0.049946221899081635,0.0007225536454128122,0.9986471525256724
1742326919.6920755,31,1742326919,691903829,base_link,0.21887325281724723,0.7140350172897871,1.3194769659270809,-0.022664172345667418,-0.05787984293493816,0.0013143414679281738,0.9980653944407744
1742326919.781731,32,1742326919,781596899,base_link,0.2838175045629986,0.6522014071611761,1.3279597121256097,-0.03280310481962817,-0.06675415874583551,0.0021958312451026483,0.997227665545572
1742326919.8643386,33,1742326919,864010572,base_link,0.343770483807449,0.5930479659681641,1.3352745222868105,-0.039284508861285705,-0.06714794726919769,0.0026459022286921697,0.9969658367980604
1742326919.9600582,34,1742326919,959879636,base_link,0.4033523941413708,0.5316052386867849,1.3418827856436217,-0.0394092111247154,-0.06149055864098435,0.0024297907287291047,0.9973263865924544
1742326920.0556767,35,1742326920,55493831,base_link,0.45790365900728225,0.47208928134553796,1.3471210167087633,-0.03302112023721628,-0.0517418795529787,0.001711805094438373,0.9981129461348164
1742326920.1515226,36,1742326920,151362895,base_link,0.5052748031795473,0.4166984064816581,1.3507462603677711,-0.029956892513995078,-0.051051367697904554,0.0015320283421852185,0.9982454584601109
1742326920.2327209,37,1742326920,232465744,base_link,0.5410739262973634,0.3714514770326418,1.3526424112917659,-0.022319995002350077,-0.042296829578833066,0.0009451469381153441,0.998855296190564
1742326920.293171,38,1742326920,292594432,base_link,0.5636427869411909,0.3408049996964353,1.3533095050534478,-0.017074781171234846,-0.041417617540992276,0.000707907664214493,0.9989957615885672
1742326920.3385313,39,1742326920,338273286,base_link,0.5791510278896983,0.31850886011348734,1.3534597647570055,-0.012243218217707665,-0.03527768521972493,0.00043221388588083655,0.9993024575794701
1742326920.3879077,40,1742326920,387631654,base_link,0.5943042537274768,0.2955483477455514,1.3533140313328595,-0.01195924140379316,-0.030097258352603323,0.0003601293152780221,0.9994753633239684
1742326920.4351363,41,1742326920,434718132,base_link,0.6075908581323093,0.2743275142654955,1.3529151398889738,-0.0033545257054909835,-0.024880144048042608,8.348739718848944e-05,0.9996848096371648
1742326920.5186334,42,1742326920,518368959,base_link,0.6290723110204952,0.23774050386794277,1.351703010762585,0.004214943030366932,-0.009382482570633592,-3.954872166749244e-05,0.9999470994567469
1742326920.5664124,43,1742326920,566282749,base_link,0.6406352947076799,0.2170419997893267,1.3508003898493097,0.008092417893145068,-0.001030502740485244,-8.339536315526606e-06,0.9999667248299798
1742326920.65007,44,1742326920,649669170,base_link,0.6598263410488437,0.18198333050424617,1.349132734770474,0.023157469276229383,0.0063315984018379335,0.00014666606917581267,0.9997117689451608
1742326920.694085,45,1742326920,693749189,base_link,0.6699623256535111,0.16283491058253285,1.3481354668069925,0.03129691145100335,0.008143540808702443,0.000255001060593459,0.9994769237211955
1742326920.7884912,46,1742326920,787913560,base_link,0.6899211114856467,0.12116465187177822,1.3454462370153433,0.04944224778226293,0.0018027288331720092,8.924025343670872e-05,0.9987753532898019
1742326920.8323505,47,1742326920,832027435,base_link,0.6995358595377784,0.09794998391143013,1.3435729546649748,0.06058661998601752,-0.003516868721973241,-0.00021346867027477988,0.9981567249406222
1742326920.8782017,48,1742326920,877933979,base_link,0.7083240655274406,0.07402673209409535,1.3413603915810588,0.06793461004337376,-0.0043795605422939695,-0.0002982155623045692,0.9976801187130019
1742326920.924931,49,1742326920,924524545,base_link,0.7168494944434064,0.0474960611970644,1.338596274649607,0.07336567625890111,-0.01186620939300185,-0.0008729870460944637,0.997234129237128
1742326920.9726639,50,1742326920,972346782,base_link,0.7248191088883151,0.018702949356315807,1.3352664519225237,0.06965647550588332,-0.017619657296577915,-0.0012305044963283308,0.9974146624927538
1742326921.0197468,51,1742326921,19613742,base_link,0.7318832888094757,-0.01122109719789191,1.3314880505645696,0.07907467886687532,-0.017946963942209,-0.0014238403806609418,0.9967061123149231
1742326921.0975132,52,1742326921,97208976,base_link,0.7421991453529488,-0.06606723543382484,1.3238621008517168,0.08457191513767881,-0.023982814744176965,-0.002036159364929316,0.9961266334266604
1742326921.1432898,53,1742326921,142973899,base_link,0.7472718544870423,-0.10054158756688711,1.3186831709779012,0.07911983165476912,-0.02814079066353543,-0.0022343924579717686,0.9964653308721261
1742326921.1910179,54,1742326921,190865516,base_link,0.7518019531092146,-0.138116920976413,1.3127566778928135,0.07762147181684348,-0.02858696314597028,-0.0022265983027132904,0.996570486674714
1742326921.2363591,55,1742326921,236049652,base_link,0.7554991327771983,-0.1761606148024091,1.3064973613096142,0.06851449763615647,-0.028661195118318026,-0.00196914934163286,0.9972363922154692
1742326921.2820737,56,1742326921,281617403,base_link,0.7585456931204102,-0.21568024637991542,1.2997549700620583,0.06409238046824758,-0.029741386035392718,-0.0019109758579430051,0.9974988545827396
1742326921.3287034,57,1742326921,328584432,base_link,0.761056963099484,-0.25801626537128874,1.292293660008134,0.0591498093066668,-0.029186484418365983,-0.0017301452275049307,0.9978208535522662
1742326921.374652,58,1742326921,374537706,base_link,0.7629307204862175,-0.30073844166132424,1.284542916343913,0.03826065701093357,-0.019816555188770388,-0.0007588994436238511,0.9990709936421818
1742326921.4258783,59,1742326921,425700426,base_link,0.7643364214995495,-0.3469598578322691,1.2759338470893247,0.0261930573558201,-0.015564040104795515,-0.0004078591840691419,0.9995356512165322
1742326921.5106118,60,1742326921,510427236,base_link,0.765587912282213,-0.43042067823210584,1.2598705158308017,0.01309743454693411,-0.008491030654472638,-0.00011122426910874687,0.9998781661961998
1742326921.599297,61,1742326921,599138975,base_link,0.7655976852509554,-0.520477611510464,1.2418812740566496,-0.002143808683741036,-3.64330873296074e-05,7.810574852846892e-08,0.999997701375834
1742326921.6896622,62,1742326921,689225673,base_link,0.7646885531819707,-0.6153610063664343,1.2222715722820425,-0.013146266680952383,0.005586635468618659,-7.345089357019751e-05,0.9998979746861478
1742326921.7400432,63,1742326921,739628553,base_link,0.7640056244166584,-0.6663715441360331,1.2114674692015655,-0.02856301832040133,0.010259879066911832,-0.0002931881869205225,0.9995392953289269
1742326921.7854762,64,1742326921,785324335,base_link,0.7633699184099936,-0.7122135033134915,1.2016050171252997,-0.04062276165543557,0.013204037144243333,-0.0005368745335089925,0.9990871615651531
1742326921.8332303,65,1742326921,833105564,base_link,0.7627693668305148,-0.7592793464379415,1.1913275830017218,-0.042197964983507634,0.01421524323838605,-0.0006004500086570182,0.9990079569606597
1742326921.8811705,66,1742326921,880868196,base_link,0.7623118124685873,-0.8051123867029779,1.1811681241437721,-0.04873289752228774,0.017078393851734368,-0.0008333917964112603,0.9986654788369531
1742326921.929059,67,1742326921,928947687,base_link,0.7620679063137856,-0.8504128537049827,1.1709737047509714,-0.05341331687635681,0.01299180306308937,-0.0006949863005045766,0.9984877303339675
1742326921.97787,68,1742326921,977603435,base_link,0.7621207751550498,-0.8938289020124253,1.1610514324290309,-0.05694453067699071,0.01866522900718669,-0.0010647969103277082,0.998202282034872
1742326922.0263991,69,1742326922,26257514,base_link,0.7625590067809672,-0.9369024927758665,1.1510476384704476,-0.05585135804852795,0.014325227358372798,-0.0008014169591355582,0.9983360012521455
1742326922.0747108,70,1742326922,74586868,base_link,0.7634166269542616,-0.9764495660648271,1.141707250103312,-0.05964396492218372,0.018187751930538284,-0.0010869053904876869,0.9980534162882999
1742326922.1211746,71,1742326922,121070146,base_link,0.764731223236929,-1.01323171008825,1.132868280885844,-0.06571114852445184,0.018415925910736947,-0.0012129602726959716,0.997667994555215
1742326922.1841965,72,1742326922,184048175,base_link,0.767337106468751,-1.059470449226562,1.1215127290566997,-0.05807436973578613,0.01910414023623199,-0.0011115407838810218,0.9981288313052136
1742326922.2295132,73,1742326922,229369401,base_link,0.7698234716344949,-1.089836275438613,1.113877118346037,-0.06292893833759029,0.018296442648346303,-0.001153856945938405,0.9978496166859352
1742326922.2758632,74,1742326922,275753021,base_link,0.7729873833861954,-1.1189683557874117,1.106387627465862,-0.06674624781948803,0.01619165463565487,-0.0010832909172924733,0.9976380080986127
1742326922.32222,75,1742326922,322096824,base_link,0.7767436225198696,-1.1455105961755705,1.0993911416156865,-0.06242947454393021,0.01750896786190289,-0.0010953812401307498,0.9978951833196303
