0.0033,0.3799,-0.0157,-0.0138,0.0002,0.9998
0.0101,0.3800,-0.0159,-0.0129,0.0002,0.9998
0.0203,0.3921,-0.0142,-0.0141,0.0002,0.9998
0.0306,0.3892,-0.0148,-0.0134,0.0002,0.9998
0.0399,0.3811,-0.0137,-0.0142,0.0002,0.9998
0.0510,0.3777,-0.0153,-0.0094,0.0001,0.9998
0.0606,0.3876,-0.0154,-0.0131,0.0002,0.9998
0.0702,0.3872,-0.0152,-0.0125,0.0002,0.9998
0.0801,0.3817,-0.0144,-0.0115,0.0002,0.9998
0.0907,0.3781,-0.0148,-0.0119,0.0002,0.9998
0.1005,0.3820,-0.0149,-0.0114,0.0002,0.9998
0.1106,0.3840,-0.0145,-0.0109,0.0002,0.9998
0.1204,0.3829,-0.0156,-0.0061,0.0001,0.9999
0.1333,0.3779,-0.0147,-0.0092,0.0001,0.9998
0.1400,0.3782,-0.0131,-0.0096,0.0001,0.9999
0.1513,0.3802,-0.0142,-0.0148,0.0002,0.9998
0.1607,0.3840,-0.0130,-0.0148,0.0002,0.9998
0.1710,0.3807,-0.0120,-0.0125,0.0002,0.9998
0.1807,0.3791,-0.0124,-0.0112,0.0001,0.9999
0.1907,0.3834,-0.0128,-0.0088,0.0001,0.9999
0.2009,0.3805,-0.0148,-0.0109,0.0002,0.9998
0.2141,0.3772,-0.0136,-0.0109,0.0001,0.9998
0.2203,0.3737,-0.0141,-0.0076,0.0001,0.9999
0.2309,0.3835,-0.0106,-0.0125,0.0001,0.9999
0.2403,0.3811,-0.0117,-0.0155,0.0002,0.9998
0.2506,0.3819,-0.0131,-0.0068,0.0001,0.9999
0.2609,0.3785,-0.0132,-0.0081,0.0001,0.9999
0.2698,0.3726,-0.0111,-0.0040,0.0000,0.9999
0.2815,0.3766,-0.0122,-0.0088,0.0001,0.9999
0.2901,0.3773,-0.0103,-0.0094,0.0001,0.9999
0.3009,0.3816,-0.0096,-0.0079,0.0001,0.9999
0.3109,0.3863,-0.0106,-0.0068,0.0001,0.9999
0.3205,0.3833,-0.0132,-0.0069,0.0001,0.9999
0.3320,0.3784,-0.0123,-0.0081,0.0001,0.9999
0.3401,0.3779,-0.0102,-0.0066,0.0001,0.9999
0.3509,0.3746,-0.0080,-0.0062,0.0000,0.9999
0.3609,0.3732,-0.0091,-0.0034,0.0000,1.0000
0.3706,0.3747,-0.0092,-0.0090,0.0001,0.9999
0.3809,0.3822,-0.0077,-0.0069,0.0001,0.9999
0.3910,0.3812,-0.0065,-0.0062,0.0000,1.0000
0.4011,0.3804,-0.0080,-0.0051,0.0000,1.0000
0.4107,0.3756,-0.0056,-0.0007,0.0000,1.0000
