0.0018,0.3382,-0.0089,-0.0065,0.0001,0.9999
0.0106,0.3389,-0.0079,-0.0057,0.0000,1.0000
0.0213,0.3380,-0.0067,-0.0047,0.0000,1.0000
0.0307,0.3429,-0.0033,-0.0021,0.0000,1.0000
0.0419,0.3436,0.0006,0.0011,0.0000,1.0000
0.0507,0.3438,-0.0006,0.0004,-0.0000,1.0000
0.0610,0.3430,-0.0011,-0.0021,0.0000,1.0000
0.0710,0.3440,-0.0012,-0.0017,0.0000,1.0000
0.0809,0.3439,-0.0034,-0.0032,0.0000,1.0000
0.0907,0.3425,-0.0000,-0.0023,0.0000,1.0000
0.1009,0.3446,-0.0005,-0.0032,0.0000,1.0000
0.1104,0.3439,-0.0037,-0.0074,0.0000,1.0000
0.1257,0.3428,-0.0006,-0.0031,0.0000,1.0000
0.1365,0.3452,-0.0011,-0.0018,0.0000,1.0000
0.1413,0.3445,0.0004,-0.0027,-0.0000,1.0000
0.1508,0.3429,-0.0013,-0.0055,0.0000,1.0000
0.1604,0.3426,0.0007,-0.0030,-0.0000,1.0000
0.1714,0.3437,-0.0004,-0.0046,0.0000,1.0000
0.1807,0.3433,0.0001,-0.0054,-0.0000,1.0000
0.1908,0.3435,-0.0018,-0.0065,0.0000,1.0000
0.2008,0.3417,-0.0013,-0.0045,0.0000,1.0000
0.2103,0.3433,0.0007,-0.0056,-0.0000,1.0000
0.2211,0.3426,-0.0015,-0.0074,0.0000,1.0000
0.2312,0.3408,-0.0046,-0.0086,0.0000,1.0000
0.2423,0.3444,0.0003,-0.0060,-0.0000,1.0000
0.2507,0.3503,0.0030,-0.0031,-0.0000,1.0000
0.2604,0.3509,0.0011,-0.0045,-0.0000,1.0000
0.2709,0.3463,0.0023,-0.0047,-0.0000,1.0000
0.2814,0.3415,-0.0020,-0.0082,0.0000,1.0000
0.2903,0.3347,-0.0065,-0.0130,0.0001,0.9999
0.3011,0.3473,-0.0054,-0.0042,0.0000,1.0000
0.3104,0.3404,-0.0039,-0.0121,0.0000,0.9999
0.3209,0.3396,-0.0031,-0.0127,0.0000,0.9999
0.3322,0.3400,-0.0048,-0.0118,0.0001,0.9999
0.3408,0.3413,-0.0029,-0.0104,0.0000,0.9999
0.3515,0.3414,-0.0037,-0.0090,0.0000,1.0000
0.3604,0.3409,-0.0040,-0.0095,0.0000,0.9999
0.3712,0.3412,-0.0043,-0.0103,0.0000,0.9999
0.3810,0.3401,-0.0028,-0.0105,0.0000,0.9999
0.3921,0.3395,-0.0049,-0.0125,0.0001,0.9999
0.4022,0.3397,-0.0051,-0.0100,0.0001,0.9999
0.4202,0.3439,-0.0040,-0.0089,0.0000,1.0000
0.4242,0.3430,-0.0047,-0.0105,0.0000,0.9999
0.4303,0.3432,-0.0070,-0.0126,0.0001,0.9999
0.4500,0.3396,-0.0038,-0.0122,0.0000,0.9999
0.4528,0.3411,-0.0042,-0.0118,0.0000,0.9999
