0.0000,-0.6852,1.3493,1.1497,0.0233,-0.0314,-0.0720,-1.9392,1.1882,-0.5202,0.9930,0.0138,0.0299,0.1135
0.0089,-0.6860,1.3493,1.1487,-0.0360,-0.0180,-0.0959,-1.6396,3.1499,0.5127,0.9914,0.0099,0.0519,0.1194
0.0170,-0.6861,1.3487,1.1495,-0.0193,-0.0438,0.0093,1.6495,-0.0428,-0.4807,0.9922,0.0276,0.0383,0.1152
0.0285,-0.6859,1.3483,1.1500,0.0032,-0.0377,0.0306,1.7145,-1.1516,-0.1948,0.9922,0.0362,0.0274,0.1158
0.0369,-0.6857,1.3480,1.1503,0.0111,-0.0353,0.0314,1.3377,-0.9711,0.0081,0.9921,0.0402,0.0233,0.1168
0.0478,-0.6855,1.3479,1.1494,0.0170,-0.0197,-0.0404,-0.2926,1.6550,0.0665,0.9917,0.0354,0.0411,0.1163
0.0581,-0.6855,1.3477,1.1492,0.0060,-0.0219,-0.0260,-0.0593,1.2113,0.1101,0.9914,0.0364,0.0457,0.1169
0.0679,-0.6856,1.3472,1.1493,-0.0035,-0.0405,-0.0064,0.0410,-1.2394,0.1079,0.9919,0.0352,0.0310,0.1180
0.0784,-0.6857,1.3467,1.1489,-0.0046,-0.0426,-0.0242,-0.0846,-2.2223,0.1995,0.9921,0.0326,0.0169,0.1198
0.0870,-0.6857,1.3463,1.1490,-0.0031,-0.0427,-0.0063,0.7209,-1.4795,0.1215,0.9919,0.0383,0.0118,0.1202
0.0980,-0.6856,1.3461,1.1485,0.0057,-0.0275,-0.0319,-1.1534,0.7090,-0.2783,0.9925,0.0275,0.0240,0.1170
0.1093,-0.6855,1.3459,1.1484,0.0065,-0.0252,-0.0174,-0.4898,0.2219,-0.0802,0.9925,0.0269,0.0237,0.1172
0.1175,-0.6855,1.3456,1.1482,0.0039,-0.0301,-0.0204,-0.2956,0.2170,-0.0828,0.9925,0.0265,0.0247,0.1168
0.1284,-0.6855,1.3453,1.1480,0.0014,-0.0286,-0.0181,0.0676,0.0067,0.0180,0.9924,0.0279,0.0238,0.1173
0.1377,-0.6855,1.3451,1.1477,0.0019,-0.0238,-0.0242,0.1083,0.5085,-0.0051,0.9923,0.0291,0.0280,0.1170
0.1479,-0.6853,1.3450,1.1475,0.0085,-0.0157,-0.0266,-0.1771,0.1830,-0.1849,0.9925,0.0273,0.0280,0.1154
0.1674,-0.6853,1.3447,1.1474,0.0062,-0.0205,-0.0124,0.4333,-0.1369,-0.1183,0.9925,0.0314,0.0257,0.1152
0.1674,-0.6852,1.3445,1.1474,0.0063,-0.0212,-0.0077,0.7015,0.1627,-0.1900,0.9925,0.0358,0.0270,0.1141
0.1770,-0.6851,1.3443,1.1474,0.0094,-0.0223,0.0003,0.5244,-0.1806,-0.0395,0.9924,0.0374,0.0248,0.1146
0.1887,-0.6851,1.3441,1.1473,0.0045,-0.0199,-0.0094,0.0981,-0.8601,0.0574,0.9925,0.0358,0.0180,0.1155
0.2091,-0.6852,1.3439,1.1465,-0.0030,-0.0218,-0.0514,-0.6779,0.1654,-0.0880,0.9927,0.0303,0.0233,0.1143
0.2092,-0.6851,1.3436,1.1460,0.0046,-0.0240,-0.0494,-0.6817,0.7143,-0.4856,0.9931,0.0275,0.0291,0.1103
0.2170,-0.6850,1.3434,1.1458,0.0056,-0.0248,-0.0355,-0.4337,0.2009,-0.4432,0.9934,0.0264,0.0282,0.1084
0.2280,-0.6849,1.3433,1.1459,0.0103,-0.0145,-0.0038,0.2798,-0.2409,-0.0183,0.9932,0.0298,0.0251,0.1098
0.2498,-0.6848,1.3432,1.1459,0.0117,-0.0137,-0.0025,-0.0500,0.0191,0.0129,0.9932,0.0285,0.0263,0.1099
0.2500,-0.6847,1.3432,1.1458,0.0084,-0.0059,-0.0049,0.2378,-0.4465,-0.0261,0.9932,0.0303,0.0221,0.1098
0.2577,-0.6845,1.3431,1.1461,0.0174,-0.0082,0.0149,0.6159,-0.5270,0.1669,0.9930,0.0342,0.0190,0.1115
0.2678,-0.6842,1.3431,1.1457,0.0221,-0.0016,-0.0183,-0.7542,0.4458,-0.1118,0.9933,0.0266,0.0253,0.1096
0.2879,-0.6841,1.3431,1.1456,0.0160,-0.0034,-0.0140,-0.3040,0.4465,-0.1935,0.9934,0.0269,0.0275,0.1084
0.2880,-0.6840,1.3431,1.1459,0.0110,-0.0016,0.0099,0.6341,0.3428,-0.0369,0.9931,0.0335,0.0282,0.1089
0.2977,-0.6839,1.3430,1.1460,0.0094,-0.0024,0.0126,0.6272,0.0404,-0.0306,0.9930,0.0364,0.0270,0.1089
0.3087,-0.6838,1.3430,1.1461,0.0099,-0.0043,0.0094,0.3851,-0.0100,0.0198,0.9930,0.0376,0.0266,0.1092
0.3277,-0.6836,1.3430,1.1459,0.0185,-0.0019,-0.0082,-0.4903,0.1786,-0.3583,0.9934,0.0324,0.0286,0.1060
0.3278,-0.6837,1.3429,1.1459,0.0003,-0.0022,-0.0041,0.2603,-0.1476,-0.1306,0.9933,0.0360,0.0264,0.1062
0.3377,-0.6837,1.3429,1.1460,0.0002,-0.0024,0.0076,0.6815,-0.3719,-0.0238,0.9932,0.0405,0.0233,0.1067
0.3471,-0.6837,1.3430,1.1463,0.0041,0.0029,0.0175,0.9170,-0.5688,-0.0844,0.9931,0.0454,0.0193,0.1063
0.3675,-0.6834,1.3432,1.1459,0.0147,0.0121,-0.0169,-0.8072,0.5663,-0.1252,0.9934,0.0362,0.0271,0.1050
0.3677,-0.6833,1.3433,1.1458,0.0124,0.0098,-0.0125,-0.6735,-0.0669,-0.0181,0.9936,0.0331,0.0248,0.1053
0.3786,-0.6832,1.3432,1.1458,0.0096,0.0019,-0.0016,-0.1397,-0.1988,-0.1623,0.9937,0.0341,0.0232,0.1041
0.3891,-0.6832,1.3434,1.1461,0.0082,0.0106,0.0163,0.1399,-0.6949,0.0325,0.9937,0.0352,0.0178,0.1051
0.4094,-0.6830,1.3436,1.1464,0.0131,0.0148,0.0251,-0.0020,-0.5847,0.1981,0.9936,0.0344,0.0152,0.1068
0.4096,-0.6828,1.3437,1.1467,0.0147,0.0109,0.0254,0.0456,-0.0882,0.0745,0.9935,0.0349,0.0165,0.1067
0.4181,-0.6828,1.3438,1.1470,0.0092,0.0162,0.0316,-0.3690,-0.0463,0.0628,0.9936,0.0318,0.0168,0.1069
0.4287,-0.6827,1.3440,1.1473,0.0073,0.0139,0.0256,0.2097,-0.4300,0.1064,0.9935,0.0343,0.0130,0.1077
0.4484,-0.6823,1.3443,1.1465,0.0262,0.0232,-0.0319,-0.9810,2.5732,-0.0708,0.9933,0.0278,0.0373,0.1058
0.4485,-0.6823,1.3445,1.1463,0.0155,0.0242,-0.0281,-0.7985,1.8702,0.0078,0.9931,0.0253,0.0441,0.1058
0.4589,-0.6825,1.3446,1.1468,-0.0093,0.0144,0.0158,0.6058,-0.6336,-0.3592,0.9936,0.0321,0.0317,0.1034
0.4695,-0.6824,1.3448,1.1473,0.0046,0.0178,0.0370,0.1324,-1.8937,0.0093,0.9939,0.0296,0.0178,0.1052
0.4907,-0.6822,1.3451,1.1476,0.0112,0.0237,0.0381,0.3425,-0.8515,-0.0143,0.9938,0.0319,0.0174,0.1050
0.4909,-0.6821,1.3454,1.1479,0.0136,0.0273,0.0325,0.0801,-0.1157,0.0381,0.9937,0.0317,0.0193,0.1053
0.5005,-0.6820,1.3456,1.1482,0.0109,0.0243,0.0308,0.4099,0.3380,0.0294,0.9936,0.0352,0.0222,0.1054
0.5145,-0.6819,1.3459,1.1487,0.0083,0.0256,0.0341,0.5399,-0.3188,0.2012,0.9933,0.0383,0.0179,0.1074
0.5286,-0.6817,1.3463,1.1485,0.0148,0.0369,0.0076,-0.7791,0.6015,-0.0210,0.9936,0.0304,0.0251,0.1060
0.5286,-0.6816,1.3466,1.1488,0.0126,0.0328,0.0198,-0.1172,0.4213,-0.0223,0.9935,0.0323,0.0263,0.1059
0.5379,-0.6815,1.3470,1.1491,0.0108,0.0357,0.0284,0.0548,-0.0977,-0.0083,0.9935,0.0329,0.0239,0.1060
0.5483,-0.6814,1.3473,1.1494,0.0112,0.0353,0.0257,0.1058,-0.1351,-0.0688,0.9936,0.0335,0.0230,0.1055
0.5687,-0.6813,1.3477,1.1496,0.0124,0.0369,0.0252,0.1960,-0.1658,-0.1019,0.9936,0.0347,0.0219,0.1049
0.5688,-0.6814,1.3480,1.1501,-0.0002,0.0349,0.0380,1.1838,-0.6362,0.0103,0.9933,0.0435,0.0162,0.1057
