0.0000,-0.6838,1.3595,1.2504,-0.0346,0.0173,0.0059,-0.1264,0.2027,-0.0870,0.9994,0.0162,-0.0155,-0.0256
0.0065,-0.6844,1.3598,1.2499,-0.0492,0.0260,-0.0271,-0.7392,2.1800,-0.3060,0.9996,0.0102,0.0014,-0.0279
0.0180,-0.6847,1.3602,1.2503,-0.0382,0.0367,0.0152,-0.3161,-0.6149,0.3597,0.9996,0.0101,-0.0105,-0.0239
0.0272,-0.6851,1.3606,1.2489,-0.0405,0.0394,-0.0780,-2.1979,1.8164,-0.4565,0.9995,-0.0076,0.0065,-0.0289
0.0382,-0.6853,1.3609,1.2495,-0.0295,0.0285,0.0005,0.6238,2.0462,-0.1874,0.9994,0.0047,0.0187,-0.0285
0.0477,-0.6856,1.3612,1.2499,-0.0278,0.0332,0.0253,0.4450,0.5803,-0.0947,0.9994,0.0062,0.0161,-0.0286
0.0569,-0.6857,1.3617,1.2506,-0.0164,0.0397,0.0549,0.9066,-0.8573,0.6854,0.9996,0.0124,0.0072,-0.0223
0.0666,-0.6861,1.3619,1.2514,-0.0354,0.0293,0.0730,0.3773,-2.9229,0.5567,0.9996,0.0127,-0.0140,-0.0197
0.0772,-0.6865,1.3621,1.2519,-0.0327,0.0257,0.0551,0.2655,-2.3944,-0.1641,0.9993,0.0138,-0.0247,-0.0228
0.0866,-0.6867,1.3624,1.2522,-0.0303,0.0295,0.0427,0.7742,-0.9342,-0.4090,0.9992,0.0192,-0.0240,-0.0260
0.0976,-0.6871,1.3628,1.2519,-0.0351,0.0357,-0.0031,-0.7269,1.2251,-0.1756,0.9996,0.0100,-0.0107,-0.0261
0.1078,-0.6875,1.3633,1.2515,-0.0382,0.0411,-0.0248,-1.5481,0.4543,-0.1999,0.9996,-0.0008,-0.0113,-0.0272
0.1177,-0.6879,1.3636,1.2520,-0.0358,0.0380,0.0227,0.4762,-0.1253,0.2001,0.9996,0.0089,-0.0137,-0.0249
0.1286,-0.6881,1.3637,1.2527,-0.0264,0.0205,0.0438,1.3099,-1.3247,0.1342,0.9992,0.0192,-0.0248,-0.0243
0.1381,-0.6885,1.3641,1.2519,-0.0374,0.0272,-0.0235,0.0860,0.9890,-0.1286,0.9995,0.0146,-0.0116,-0.0262
0.1484,-0.6886,1.3646,1.2520,-0.0185,0.0406,-0.0056,-0.1757,2.9606,-0.1686,0.9995,0.0123,0.0098,-0.0275
0.1681,-0.6888,1.3648,1.2522,-0.0210,0.0307,0.0102,-0.1905,2.1449,0.0767,0.9994,0.0109,0.0189,-0.0264
0.1682,-0.6892,1.3653,1.2525,-0.0279,0.0410,0.0198,0.3732,-0.0633,0.3819,0.9996,0.0149,0.0105,-0.0232
0.1786,-0.6896,1.3656,1.2532,-0.0401,0.0365,0.0511,0.8486,-2.8882,0.2448,0.9994,0.0212,-0.0134,-0.0220
0.1893,-0.6898,1.3662,1.2528,-0.0281,0.0486,0.0008,-0.5732,0.5464,-0.0608,0.9996,0.0131,0.0012,-0.0235
0.2066,-0.6901,1.3665,1.2529,-0.0261,0.0388,0.0018,-0.1083,0.7839,0.0806,0.9996,0.0140,0.0060,-0.0226
0.2068,-0.6903,1.3668,1.2531,-0.0245,0.0339,0.0168,0.0622,0.8960,-0.0997,0.9996,0.0148,0.0105,-0.0238
0.2175,-0.6907,1.3671,1.2532,-0.0332,0.0343,0.0101,-0.4527,0.0489,-0.0476,0.9996,0.0108,0.0079,-0.0239
0.2269,-0.6911,1.3674,1.2534,-0.0366,0.0287,0.0172,0.0966,-0.3514,0.0593,0.9996,0.0133,0.0048,-0.0232
0.2472,-0.6915,1.3675,1.2538,-0.0402,0.0203,0.0324,0.8134,-3.1400,-0.4027,0.9992,0.0204,-0.0202,-0.0264
0.2473,-0.6918,1.3680,1.2544,-0.0339,0.0384,0.0456,0.6422,-1.7307,-0.0196,0.9991,0.0232,-0.0240,-0.0252
0.2578,-0.6919,1.3687,1.2540,-0.0215,0.0516,-0.0022,-0.3137,1.9947,0.2765,0.9996,0.0178,-0.0009,-0.0232
0.2666,-0.6922,1.3690,1.2538,-0.0244,0.0449,-0.0177,-0.8432,2.1945,-0.0150,0.9996,0.0117,0.0100,-0.0246
0.2867,-0.6925,1.3695,1.2541,-0.0269,0.0444,0.0108,0.0066,0.7788,0.1398,0.9996,0.0146,0.0092,-0.0233
0.2868,-0.6927,1.3698,1.2546,-0.0223,0.0389,0.0383,0.4496,-0.0411,-0.0658,0.9995,0.0184,0.0062,-0.0242
0.2975,-0.6931,1.3701,1.2555,-0.0345,0.0328,0.0649,0.2050,-2.4947,-0.4094,0.9993,0.0192,-0.0151,-0.0270
0.3074,-0.6935,1.3705,1.2551,-0.0354,0.0384,0.0062,-0.7442,-1.0149,0.0914,0.9995,0.0122,-0.0149,-0.0246
0.3265,-0.6936,1.3711,1.2547,-0.0220,0.0484,-0.0233,-0.1517,1.4653,-0.0633,0.9996,0.0131,0.0010,-0.0256
0.3266,-0.6938,1.3716,1.2549,-0.0226,0.0492,0.0012,0.5819,1.0717,0.2179,0.9995,0.0184,0.0050,-0.0235
0.3366,-0.6943,1.3719,1.2557,-0.0367,0.0363,0.0484,0.8505,-1.9592,0.2164,0.9994,0.0240,-0.0151,-0.0219
0.3469,-0.6946,1.3722,1.2560,-0.0327,0.0335,0.0399,0.6214,-1.8497,-0.2258,0.9991,0.0265,-0.0241,-0.0244
0.3665,-0.6947,1.3728,1.2556,-0.0182,0.0419,-0.0110,-0.3934,1.6774,0.1147,0.9995,0.0203,-0.0024,-0.0230
0.3666,-0.6950,1.3730,1.2554,-0.0245,0.0381,-0.0191,-0.8240,2.3053,-0.0606,0.9996,0.0152,0.0082,-0.0243
0.3770,-0.6953,1.3735,1.2556,-0.0298,0.0454,0.0065,-0.2691,0.8092,0.1649,0.9996,0.0155,0.0079,-0.0228
0.3868,-0.6954,1.3741,1.2556,-0.0173,0.0546,0.0024,-0.2788,1.3504,-0.1397,0.9995,0.0139,0.0162,-0.0247
