Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,child_frame_id,pose.pose.position.x,pose.pose.position.y,pose.pose.position.z,pose.pose.orientation.x,pose.pose.orientation.y,pose.pose.orientation.z,pose.pose.orientation.w,pose.covariance,twist.twist.linear.x,twist.twist.linear.y,twist.twist.linear.z,twist.twist.angular.x,twist.twist.angular.y,twist.twist.angular.z,twist.covariance
1742327465.5909903,96044,1742327465,587524652,mocap,crazy08/base_link,-0.668648557990049,1.359474817047022,1.2015999898809349,0.01773366632844207,-0.0006824952987823736,-0.010475435475101614,0.9997876357158707,"(8.109233211223074e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.109233211223074e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.109233211223074e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.109236187472605e-07, -1.378260666473285e-12, 4.3664373522814904e-14, 0.0, 0.0, 0.0, -1.3782606664732296e-12, 8.109298823188428e-07, 8.861057016147028e-15, 0.0, 0.0, 0.0, 4.366437352283144e-14, 8.86105701614706e-15, 8.109301642048528e-07)",-0.0026884993671365334,0.015887282171799605,0.0034242063186610827,0.2665475772145103,1.027583900404695,-0.0754886699697219,"(0.016208495445086003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016208495445086003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016208495445086003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0162086016215936, 6.49221751940664e-08, -8.736913626252893e-08, 0.0, 0.0, 0.0, 6.492217519406478e-08, 0.016208993028796807, 4.740965625595829e-08, 0.0, 0.0, 0.0, -8.73691362625347e-08, 4.7409656255964736e-08, 0.016209024585405817)"
1742327465.599198,96045,1742327465,596062899,mocap,crazy08/base_link,-0.6686889487797165,1.3598033046353213,1.2013846436583786,0.01369975054265726,5.330593427226496e-05,-0.012940028830651677,0.9998224190562106,"(7.577561031228801e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.577561031228801e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.577561031228801e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.577607297462609e-07, 2.6443643946593063e-13, -3.502533839457119e-13, 0.0, 0.0, 0.0, 2.644364394659221e-13, 7.57757069310906e-07, 6.837113870645521e-13, 0.0, 0.0, 0.0, -3.5025338394580967e-13, 6.837113870646991e-13, 7.577611917350513e-07)",-0.003695187905907526,0.027253164447984594,-0.011386431782065944,-0.36256385999285945,0.5811517526036796,-0.3282899995679097,"(0.017584058848240915, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.017584058848240915, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.017584058848240915, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01758418614544264, -4.489735206491383e-08, -2.7988728171023224e-08, 0.0, 0.0, 0.0, -4.489735206491462e-08, 0.01758434605809019, 1.663803009581488e-08, 0.0, 0.0, 0.0, -2.7988728171028994e-08, 1.6638030095819632e-08, 0.01758445141713688)"
1742327465.6097965,96046,1742327465,606667757,mocap,crazy08/base_link,-0.6687001399727549,1.360200534125826,1.2021041843258538,0.018195888146901484,-0.010238754102197234,-0.009803227207562942,0.9997339517618185,"(7.947554991155252e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.947554991155252e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.947554991155252e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.94756761690361e-07, 8.430490004391514e-13, -7.632359610324039e-13, 0.0, 0.0, 0.0, 8.430490004390879e-13, 7.947582663727283e-07, 6.267518274787022e-13, 0.0, 0.0, 0.0, -7.632359610324354e-13, 6.267518274787535e-13, 7.947585892861341e-07)",-0.002078382411741176,0.033942298101933686,0.0381952970347868,0.37608024573448273,-1.0071333833931086,0.22866978239217817,"(0.016817254456230196, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016817254456230196, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016817254456230196, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016817402620034404, 2.313784755054527e-09, -1.504823456853912e-08, 0.0, 0.0, 0.0, 2.313784755059682e-09, 0.016817335537624017, 3.587209353055641e-08, 0.0, 0.0, 0.0, -1.5048234568538115e-08, 3.5872093530559467e-08, 0.016817451796700994)"
1742327465.6199257,96047,1742327465,616642237,mocap,crazy08/base_link,-0.6687318920107754,1.3603073469344835,1.2028124084908072,0.027214630706665077,-0.02308628115189512,-0.0070160145718144,0.999338362636804,"(7.860991461214665e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.860991461214665e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.860991461214665e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.861043175959861e-07, 1.4671822800308286e-12, -4.342100343438781e-13, 0.0, 0.0, 0.0, 1.4671822800308373e-12, 7.861006034042087e-07, 1.137126560588101e-12, 0.0, 0.0, 0.0, -4.342100343438793e-13, 1.1371265605880791e-12, 7.861052066972634e-07)",-0.0027191912421244743,0.02026294334528437,0.05728446792421148,1.1955242461998725,-1.937910239853216,0.4073182297731056,"(0.01688276181400189, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01688276181400189, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01688276181400189, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016882924031962922, 5.1615697321295125e-08, -1.7083590990113426e-08, 0.0, 0.0, 0.0, 5.1615697321297295e-08, 0.01688280408203581, 3.87985336493119e-08, 0.0, 0.0, 0.0, -1.7083590990102256e-08, 3.8798533649309877e-08, 0.01688293967858234)"
1742327465.6300097,96048,1742327465,626842737,mocap,crazy08/base_link,-0.6687813797218793,1.3604117301614596,1.2031514269000803,0.03146114139573048,-0.02631011767216768,-0.007875577985085525,0.9991275942348704,"(7.88372662074141e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.88372662074141e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.88372662074141e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.8838575779003e-07, 7.715379297518612e-12, -1.6703391592969142e-12, 0.0, 0.0, 0.0, 7.715379297518636e-12, 7.883782425465492e-07, 2.675887756129851e-12, 0.0, 0.0, 0.0, -1.6703391592973593e-12, 2.6758877561294763e-12, 7.883901496772934e-07)",-0.003994922962364292,0.014297293427755015,0.04298952052571196,0.9827099516857614,-1.1591938067212646,0.06887889734319919,"(0.016824977511776168, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016824977511776168, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016824977511776168, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016825614047744887, 3.5057762435730795e-07, -7.517017793681734e-08, 0.0, 0.0, 0.0, 3.505776243573125e-07, 0.016825212472142276, 1.3020381952901755e-07, 0.0, 0.0, 0.0, -7.517017793681294e-08, 1.3020381952903584e-07, 0.0168257916042059)"
1742327465.6385226,96049,1742327465,635884047,mocap,crazy08/base_link,-0.6687322066931009,1.3606757204917512,1.2024444104167624,0.014838157511934718,-0.010691530385805706,-0.010831284720112756,0.9997740762447167,"(7.670872587761686e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.670872587761686e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.670872587761686e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.670904568701012e-07, 2.6912342690433392e-12, -6.532564715471561e-14, 0.0, 0.0, 0.0, 2.6912342690433045e-12, 7.670897211437232e-07, 1.27214853191876e-13, 0.0, 0.0, 0.0, -6.532564715489512e-14, 1.2721485319183163e-13, 7.670928564934062e-07)",0.0012168350659947846,0.022386635336616063,-0.023904921474535518,-1.5603754683694755,1.414087656993431,-0.3252577076444396,"(0.017492120935927218, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.017492120935927218, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.017492120935927218, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01749271862130752, 3.906616487590043e-07, -6.182219470186264e-08, 0.0, 0.0, 0.0, 3.9066164875900635e-07, 0.017492409035912974, 9.658301631791898e-08, 0.0, 0.0, 0.0, -6.182219470185147e-08, 9.658301631792372e-08, 0.017492970242398362)"
1742327465.6493187,96050,1742327465,646665096,mocap,crazy08/base_link,-0.6686905973297262,1.3607626088461455,1.202843521878597,0.013699869456919013,-0.01094027715528303,-0.009796084107844437,0.9997983099849617,"(7.991751600417653e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.991751600417653e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.991751600417653e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.991870598323272e-07, 1.1042113652434026e-11, -2.3646839057471344e-12, 0.0, 0.0, 0.0, 1.1042113652434049e-11, 7.991867937752658e-07, 2.434513691821678e-12, 0.0, 0.0, 0.0, -2.3646839057469017e-12, 2.4345136918215857e-12, 7.991976532372502e-07)",0.002891964067389914,0.013580109731447677,0.014220594197364773,-0.726402565897792,0.5095443537051447,-0.0027133610204105874,"(0.016649188562449208, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016649188562449208, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016649188562449208, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016649587993529613, 3.7080270414867316e-07, -7.557757251879797e-08, 0.0, 0.0, 0.0, 3.708027041486743e-07, 0.01664958268221591, 7.45537180755446e-08, 0.0, 0.0, 0.0, -7.557757251878341e-08, 7.455371807556966e-08, 0.016649948643894064)"
1742327465.659213,96051,1742327465,656711817,mocap,crazy08/base_link,-0.668567488854671,1.3608908362356211,1.2028919629485915,0.013579741929543787,-8.446172655789724e-05,-0.010344243292948049,0.9998542794357808,"(7.868633136413103e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.868633136413103e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.868633136413103e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.868651574310756e-07, 1.6467354259192827e-12, -4.862300997764631e-14, 0.0, 0.0, 0.0, 1.646735425919285e-12, 7.8686512637095e-07, 1.427992932138507e-13, 0.0, 0.0, 0.0, -4.862300997768354e-14, 1.4279929321377548e-13, 7.868668919341805e-07)",0.008356800839463269,0.013057193267008367,0.008676998403012393,-0.30025630258990915,1.4741471880531156,-0.05514199690810931,"(0.016807494854904736, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016807494854904736, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016807494854904736, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016807734681647903, 2.628675695811845e-07, -4.6239407573161244e-08, 0.0, 0.0, 0.0, 2.6286756958118477e-07, 0.01680780937247629, 4.1554579785182984e-08, 0.0, 0.0, 0.0, -4.6239407573150074e-08, 4.1554579785201275e-08, 0.01680803121042408)"
1742327465.669963,96052,1742327465,666277170,mocap,crazy08/base_link,-0.6683821682586853,1.3612509408500801,1.2035900803729078,0.015661212020944826,0.0064140237534847785,-0.010409830035608362,0.9998025916029418,"(7.764426831407069e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.764426831407069e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.764426831407069e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.764508965242372e-07, 2.111944435169946e-12, -2.9552583034377847e-13, 0.0, 0.0, 0.0, 2.1119444351699426e-12, 7.764441683268243e-07, 4.868124821477374e-13, 0.0, 0.0, 0.0, -2.9552583034402586e-13, 4.86812482147798e-13, 7.764522521959831e-07)",0.014625305369999769,0.027065807024877556,0.045394309773113706,0.12933119282735328,1.4008080043555566,-0.025146707668115043,"(0.017184448900977332, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.017184448900977332, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.017184448900977332, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01718479846338801, 1.5834474081603394e-07, -1.4529386988313392e-08, 0.0, 0.0, 0.0, 1.5834474081603447e-07, 0.017184572853005863, 2.1531270658700236e-08, 0.0, 0.0, 0.0, -1.4529386988308998e-08, 2.153127065870667e-08, 0.01718491715795154)"
1742327465.6790652,96053,1742327465,676673412,mocap,crazy08/base_link,-0.6683974503623158,1.3613892047963536,1.2038954575131602,0.010393258691158657,-0.003861557155083872,-0.00937883002092713,0.9998945474886636,"(7.922401491370825e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.922401491370825e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.922401491370825e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.92245784664202e-07, -1.187409951705741e-13, -1.0657941655700405e-13, 0.0, 0.0, 0.0, -1.1874099517057362e-13, 7.922411504775572e-07, 1.6999014396044703e-13, 0.0, 0.0, 0.0, -1.0657941655721872e-13, 1.6999014396050015e-13, 7.922467381073321e-07)",0.004875890036939695,0.018793520251332678,0.03583095351250069,-0.5780388343160205,-0.6482111525600696,0.10251796935188463,"(0.016787929516165288, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016787929516165288, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016787929516165288, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016788429360167192, 3.2574991920602265e-08, -2.1285980285818857e-09, 0.0, 0.0, 0.0, 3.257499192060216e-08, 0.016787952720837888, 1.4328013805044216e-08, 0.0, 0.0, 0.0, -2.128598028557163e-09, 1.4328013805045619e-08, 0.016788451389153684)"
