0.0000,0.0144,0.0688,0.2259,0.0141,0.0042,-0.0282,2.0507,-0.3500,-0.5704,-0.9997,-0.0184,-0.0140,-0.0015
0.0068,0.0146,0.0689,0.2257,0.0138,0.0057,-0.0195,0.8853,0.2259,-0.4220,-0.9997,-0.0187,-0.0171,0.0001
0.0175,0.0142,0.0693,0.2255,-0.0156,0.0273,-0.0212,-0.8078,-0.9089,-0.2404,-0.9999,-0.0088,-0.0086,0.0007
0.0277,0.0144,0.0696,0.2259,0.0033,0.0276,0.0156,-1.7917,0.3443,0.1247,-0.9999,0.0037,-0.0146,-0.0012
0.0369,0.0145,0.0698,0.2259,0.0107,0.0219,0.0023,-1.2394,0.8550,0.1441,-0.9998,0.0076,-0.0205,-0.0020
0.0480,0.0142,0.0699,0.2249,-0.0142,0.0183,-0.0582,0.3726,-0.0702,0.2305,-0.9998,0.0003,-0.0170,-0.0035
0.0576,0.0148,0.0700,0.2255,0.0252,0.0097,0.0152,0.3259,0.8305,0.3841,-0.9997,-0.0012,-0.0244,-0.0061
0.0670,0.0150,0.0701,0.2256,0.0233,0.0109,0.0093,-0.1356,1.0521,0.2520,-0.9995,0.0011,-0.0303,-0.0067
0.0778,0.0147,0.0707,0.2257,-0.0048,0.0406,0.0123,-0.4479,0.1724,-0.1457,-0.9996,0.0044,-0.0282,-0.0045
0.0880,0.0149,0.0706,0.2253,0.0086,0.0120,-0.0179,0.0727,0.1278,-0.1380,-0.9996,0.0022,-0.0287,-0.0039
0.0978,0.0152,0.0704,0.2249,0.0191,-0.0103,-0.0347,2.3875,0.1313,-0.4777,-0.9994,-0.0181,-0.0294,-0.0009
0.1087,0.0152,0.0706,0.2245,0.0077,0.0095,-0.0366,1.2467,0.2406,-0.1255,-0.9993,-0.0204,-0.0310,-0.0015
0.1179,0.0151,0.0707,0.2242,-0.0011,0.0090,-0.0304,0.3575,0.4362,-0.1477,-0.9993,-0.0188,-0.0337,-0.0006
0.1276,0.0145,0.0713,0.2240,-0.0338,0.0394,-0.0275,1.1846,-3.4331,-0.1292,-0.9996,-0.0277,-0.0032,-0.0010
0.1369,0.0143,0.0714,0.2239,-0.0264,0.0250,-0.0143,0.0735,-1.8350,0.1345,-0.9997,-0.0241,-0.0002,-0.0028
0.1577,0.0143,0.0718,0.2238,-0.0148,0.0286,-0.0157,-1.6349,-0.2415,0.4068,-0.9999,-0.0099,-0.0044,-0.0059
0.1577,0.0147,0.0716,0.2241,0.0204,0.0018,0.0133,-1.6843,2.0711,0.0596,-0.9997,-0.0016,-0.0229,-0.0050
0.1673,0.0151,0.0711,0.2242,0.0322,-0.0265,0.0138,0.4631,0.8394,-0.4246,-0.9997,-0.0115,-0.0227,-0.0015
0.1776,0.0144,0.0718,0.2237,-0.0261,0.0264,-0.0252,-1.7510,-0.3094,-0.0952,-0.9998,0.0050,-0.0172,-0.0018
